metabolite	PMN_74	PMN_75	PMN_76	PMN_77	PMN_78	PMN_79	PMN_80	PMN_81	PMN_82	PMN_83	PMN_84	PMN_85	PMN_86	PMN_87	PMN_88	PMN_89	PMN_90	PMN_91	PMN_92	PMN_02	PMN_03	PMN_04	PMN_05	PMN_06	PMN_07	PMN_08	PMN_10	PMN_12	PMN_13	PMN_14	PMN_15	PMN_16	PMN_19	PMN_21	PMN_22	PMN_25	PMN_27	PMN_28	PMN_29	PMN_32	PMN_34	PMN_35	PMN_36	PMN_38	PMN_40	PMN_41	PMN_42	PMN_43	PMN_46	PMN_48	PMN_49	PMN_50	PMN_51	PMN_52	PMN_53	PMN_54	PMN_55	PMN_56	PMN_57	PMN_58	PMN_59	PMN_60	PMN_61	PMN_62	PMN_63	PMN_64	PMN_65	PMN_66	PMN_67	PMN_68	PMN_69	PMN_70	PMN_71	PMN_72	PMN_73
Arg-Ala	5.6495457e+08	13660922	20052270	33098148	23563245	22055205	1.5034465e+08	45749905	40872898	16673735	2969067.1	30552273	20721422	20013498	17453775	12848709	16483298	15513010	12995150	27576000	14902704	44983016	40326314	70008042	89735292	47083676	57476584	55827696	10011725	1.2128606e+08	39723491	38370236	64615458	31895162	63005167	30347264	48986818	39269391	15653174	27431735	24230671	38948834	50936940	16370118	27360390	22097557	25905714	28162459	25439164	30510389	14343645	20144184	14517139	12644361	19000062	13230549	32908944	34469740	23193602	18259669	26862126	31653706	31146114	15788825	31787800	21270200	17750734	18637604	20061689	27228848	18629296	13230549	22824130	53209594	1.3582763e+08
Arginine	2.2487095e+09	9.9106316e+09	6.220009e+08	1.045871e+09	9.634739e+08	1.2410627e+09	1.2267595e+09	1.07273e+09	9.3293152e+08	7.7528868e+08	1.4124038e+10	9.2386347e+08	6.4716877e+08	9.2429318e+08	1.268286e+09	6.8786279e+08	1.19164e+09	7.2065213e+08	5.5864247e+08	9.9162416e+08	5.9168197e+08	9.7770775e+08	6.355453e+08	7.4874228e+08	1.3402604e+09	1.1012526e+09	1.0816717e+09	7.4490798e+08	4.0350777e+08	9.8564761e+08	7.4910865e+08	1.0468933e+09	1.1172121e+09	7.8232809e+08	8.3551658e+08	6.6581067e+08	8.5016703e+08	7.0447625e+08	1.0559667e+09	5.2338628e+08	7.7514958e+08	1.2646978e+09	1.0290835e+09	1.0984645e+09	7.6729695e+08	9.2117132e+08	5.4719035e+08	8.766981e+08	1.247e+09	1.1688328e+09	4.8666238e+08	5.8888603e+08	9.4756561e+08	6.0998412e+08	1.2572299e+09	6.7515009e+08	6.4942855e+08	9.1218001e+08	6.7548164e+08	4.8926136e+08	3.6937406e+08	6.0338545e+08	5.1727903e+08	8.3688835e+08	5.8734258e+08	7.2846995e+08	4.7466665e+08	4.5212217e+08	7.0252202e+08	5.3248252e+08	6.9113252e+08	5.7622052e+08	6.7246936e+08	5.1723416e+08	1.3125273e+09
Ascorbate	35356533	12282112	40174433	442073.69	4089057.4	31182.818	2058814.2	1.6526174e+08	93941002	10454843	34092016	43987703	17983779	35706463	65987172	56459090	19178304	71598.407	21796.493	61092112	961301.42	10441725	16937.637	43858355	22080629	55687048	2154291.5	46876475	850856.3	3.662435e+08	1.1027557e+08	15209.191	2.088969e+08	20387.325	1895998	39123978	85246743	40730245	4539797.7	23799.511	466518.53	37405.135	376583.41	91394.785	1.9136752e+08	44596888	1.7744464e+08	134637.77	14919.135	24118459	74002315	5049513.2	1.0246157e+08	3.4630141e+08	1027454.1	92422505	20304592	1.8300492e+08	653007.01	12221014	22950240	80886.911	1.5680486e+08	1.5362661e+08	5580403	36882997	162315.84	137990.53	28459760	833722.12	42265609	14340.755	71958138	68770504	14332009
Asparagine	46418305	5.4327722e+08	48445223	49771521	75354599	81563652	44424809	76819374	64091559	49408556	9.2292289e+08	50403013	83004576	1.0541603e+08	76647671	54687680	63930672	65118741	85276215	60789437	48741096	58527468	80479689	56455087	56191281	93756487	35703797	68663819	45870832	57075206	61175327	55173289	88472654	33552389	48077376	67765785	68727657	1.6079635e+08	57366553	53108430	1.1639306e+08	46157496	55837997	2.4492268e+08	52134777	74816635	79945146	65512047	61213706	1.1680463e+08	62750038	33406323	1.8244099e+08	1.0356161e+08	77997285	1.5504525e+08	50853410	75552101	56167656	39534394	37738906	35298106	75344676	1.1751677e+08	97791919	51274843	58290627	70702202	65393459	1.3917776e+08	45585044	64156669	49113371	34682275	33325409
Aspartate	2.3934529e+08	4.5782489e+08	3.7102122e+08	3.5123648e+08	2.9038734e+08	3.8037913e+08	2.0411004e+08	3.4813807e+08	4.8944384e+08	3.6579678e+08	6.323983e+08	3.5394427e+08	4.6101493e+08	3.5942461e+08	2.7607598e+08	2.7164167e+08	4.1213272e+08	3.8882931e+08	3.8445934e+08	3.4022356e+08	3.7960566e+08	3.0841485e+08	2.8063561e+08	1.8096019e+08	3.7105033e+08	4.2562433e+08	2.9082822e+08	3.5266881e+08	2.1573768e+08	3.4500832e+08	4.6680336e+08	1.8973138e+08	7.3572206e+08	3.4419118e+08	3.1531247e+08	3.1902267e+08	2.1157853e+08	4.4122784e+08	2.71375e+08	2.4401986e+08	4.6868797e+08	3.1464761e+08	3.7482793e+08	1.1156162e+09	2.9404026e+08	7.0154024e+08	1.0833938e+09	3.0627684e+08	4.2141054e+08	8.1957368e+08	5.0172968e+08	4.6529743e+08	8.9296393e+08	5.1098336e+08	3.7107604e+08	4.5164877e+08	2.6778331e+08	5.7252509e+08	4.3146287e+08	1.7006936e+08	3.202939e+08	2.5034914e+08	6.6394475e+08	6.0804103e+08	5.124211e+08	1.6548843e+08	3.3706646e+08	4.2899751e+08	2.765745e+08	9.2615186e+08	2.9924211e+08	4.530427e+08	4.0126573e+08	2.9607876e+08	2.716612e+08
Aspartylglycosamine	11613174	11998948	13230549	9285470.6	12364237	18756950	5421142.4	10563826	13023835	13911289	14219236	11985229	16071440	19966147	17106707	14193851	17071622	11207514	10647878	16228867	16179887	9633795.6	8743684.2	13230549	11330674	11076158	8391550.9	14151067	10783588	11749318	16947225	6224120.1	13230549	7376785.8	13230549	11750432	11981278	16108260	7114872.5	7181519	13968189	11955913	11708609	6218061.4	11254096	9655068.2	8174521.4	10684244	10455462	13529241	18941842	8005581.1	16492215	17835858	11907402	25868667	19089350	13838987	12215162	10604436	7949182.2	6134967.4	13230549	12361159	11635890	12092257	9313372.4	8386658.8	16702968	13230549	10587628	16147830	13213479	11994439	9143476.7
Asp-Pro	22717272	18667715	29425662	25684711	29827158	36100183	22499954	33784205	38102127	36704386	13230549	37131914	38650428	28302227	35445416	49784530	22588307	22657630	36285473	20277586	17390924	24678129	23850674	43863552	42558611	26523398	27035945	40616409	23199885	34227741	38306064	19971686	63591768	26726193	33063968	26083381	30268341	36989015	24745546	27399532	45889979	26269835	41640065	16721310	38780578	28984560	38643036	30871317	41031731	48188830	41942643	24218401	60405856	44952875	30729966	45576505	41061246	49866167	28843821	30847237	28094510	11273137	25635190	32497924	28221157	29098750	28387678	31687041	40018394	49429419	34263142	37002761	42864632	39427696	24468752
Azelate	19212079	18545622	2277855.2	2838605.2	3498823.5	9937301.1	3060337	5982268.9	4518482.6	5302144.7	12331606	5197331	6316968.5	6443254.5	4747257.8	6135644.3	5361134.8	3237446	10943913	13849048	2968515.1	4362903.2	6129849.6	7174195	10558131	4235226.4	12035387	10576606	4972959.8	8190868.2	5603696.9	4474493	14610815	12836483	13832491	7522574.3	12204776	10831137	13230549	10706143	3869529.6	10403522	12447104	4169484.4	9663369.1	8424402.8	14381979	10319815	3720304.6	7341080.3	7958437.5	5755748.6	4164581.8	5334579.3	4424748.9	4418871.6	2974861.8	7865455.5	5697568.7	25915130	5764120.8	5908084.3	14848966	7132511.4	4986570.4	3575963.6	8855907.1	6619809.4	4314127.7	7062564.5	8609199.3	8557446.4	6541860.9	6896745	2229275.6
beta-Alanine	1.0367266e+08	66170598	3.3519434e+08	1.7905064e+08	1.6932622e+08	1.9684042e+08	1.1798042e+08	1.5612645e+08	3.9576782e+08	1.1851446e+08	1.7684734e+08	2.7933021e+08	89728008	2.7890387e+08	1.2611892e+08	1.9481026e+08	1.5698439e+08	1.6645299e+08	1.3749958e+08	1.7175611e+08	2.8330189e+08	1.7678698e+08	1.1259972e+08	3.5266185e+08	3.4681199e+08	1.7225909e+08	9.6326442e+08	8.8393487e+08	6.2769893e+08	2.3114378e+08	5.4140612e+08	2.1005149e+08	2.0260251e+08	1.7949196e+08	4.8049643e+08	6.3159077e+08	8.8977725e+08	2.9871865e+08	2.7963785e+08	2.6883874e+08	1.5925268e+08	2.7258578e+08	5.9102013e+08	1.0949535e+08	1.5187599e+08	2.5778161e+08	4.7147873e+08	1.7167307e+08	1.0047488e+08	3.9663809e+08	2.4997545e+08	6.0448036e+08	5.4485092e+08	7.7731187e+08	3.3698214e+08	5.4071498e+08	1.1695654e+09	6.7740844e+08	6.5396973e+08	4.6817158e+08	9.0364642e+08	1.1767592e+08	1.1622093e+09	9.2253808e+08	1.6394638e+09	4.5120247e+08	5.0593148e+08	1.3434785e+09	6.0179233e+08	1.679958e+09	5.7668947e+08	2.0573792e+08	6.0683413e+08	4.6182596e+08	1.8750162e+08
Betaine	9.732683e+09	4.2578675e+09	5.3720359e+09	4.4796014e+09	3.8506184e+09	6.615592e+09	3.15305e+09	5.6832775e+09	5.1582197e+09	6.0020849e+09	5.4917157e+09	4.9484999e+09	5.8007346e+09	3.3960919e+09	7.7359609e+09	7.757482e+09	4.5209444e+09	3.4358772e+09	4.5233313e+09	6.145172e+09	3.5122256e+09	3.7265855e+09	3.4766754e+09	9.2124564e+08	5.0290332e+09	2.0995862e+09	8.6674872e+09	4.1752096e+09	1.0023061e+10	1.0058877e+10	6.116094e+09	1.3282472e+09	4.9369871e+09	2.5577509e+09	3.1210532e+09	4.7874866e+09	4.0114369e+09	4.0652818e+09	2.0821226e+09	4.3337349e+09	5.2908836e+09	3.407641e+09	6.441774e+09	8.3545676e+09	3.5904911e+09	3.2476469e+09	5.7326734e+09	2.7565272e+09	1.9088555e+09	3.1099219e+09	6.2958659e+09	3.0986132e+09	1.2324013e+10	4.8536057e+09	3.8701252e+09	9.7568588e+09	5.3341649e+09	5.8488136e+09	4.2997123e+09	3.5531647e+09	3.2766029e+09	1.9502759e+09	3.6786673e+09	1.0607003e+10	9.7273313e+09	5.4397181e+09	4.0306321e+09	2.7674218e+09	9.23541e+09	4.2062776e+09	5.9795756e+09	6.801402e+09	7.0056491e+09	3.2339758e+09	2.9413438e+09
Biotin amide	5128.8934	3005.7534	341727.1	4422.3309	5461206.7	1207007.3	26943.027	64886.398	50020.298	13046609	76199.402	188122.5	1994307.3	1312250.1	249705.6	851375.11	432725.69	3042230.1	744564.79	492391.85	121347.59	784683.03	250892.51	4895.6056	103516.13	192935.3	37752.059	82539.481	2180171	254159.68	2061712.1	4711.7276	240976.49	172042.42	38843.367	1352288.1	1182383.7	6504.37	4515.167	3384744.5	67944.517	1343730.8	8169.8939	531550.99	326958.84	113762.25	9533.9063	303637.11	4839.4223	574630.09	122869.27	40580.615	356933.12	1900339.8	5507.7451	3716581.7	217092.18	56485.906	6405.0788	182158.78	6510.1079	12375.076	1451668.9	507649.38	48761.607	60328.034	6140.0081	724773.15	4336.5286	5827.8503	6852.7565	52052.254	83309.644	131190.97	4655.1804
Carnitinamide	17824133	21609112	11842238	10568808	30016038	26529575	7088371.7	34082954	9965629.4	20560791	23131360	11296190	15110388	11315408	13230549	13471979	16073713	6922553.9	11548712	9024917.4	11684298	8432177.7	8404720.1	31527633	13657039	9216894.6	11815438	19157485	12043856	45450945	6864951.6	13082647	8346172.9	9507598.2	2848742.3	16684047	8882629	20413111	7039071.7	21547574	18741541	13571513	201028.9	54341938	23177575	20819606	9182566.5	10536249	119079.12	14335756	5173063.7	16852115	28476644	29805796	15060738	27116961	21441454	37875062	22525348	13230549	21101304	1522508.9	12795589	8505965.4	36610566	17176179	15121317	138794.65	16972841	143400.44	10269155	132753.29	11225315	15340794	12344747
Carnitine	3.4840176e+09	5.3216562e+09	5.8384046e+09	3.0974141e+09	3.7872979e+09	2.7642268e+09	1.788373e+09	7.5364765e+09	1.0441926e+10	7.2795113e+09	4.4810094e+09	5.9244219e+09	5.9334759e+09	5.053459e+09	6.0978141e+09	4.945474e+09	1.9864734e+09	2.1215994e+09	4.5955603e+09	4.7591235e+09	5.6111552e+09	5.5923887e+09	1.197519e+10	3.7536391e+09	9.9035445e+09	5.0825638e+09	6.2213591e+09	1.0910562e+10	6.3123957e+09	6.8106339e+09	6.2925831e+09	8.5437664e+09	1.2035709e+10	3.5884663e+09	8.8348516e+09	6.3267669e+09	5.3066812e+09	7.5274817e+09	4.2471427e+09	5.0031971e+09	7.6100914e+09	3.1839323e+09	2.6107003e+09	7.1338668e+09	6.4441032e+09	5.7442833e+09	1.0154829e+10	1.0216627e+10	5.2492479e+09	5.1927181e+09	1.007401e+10	7.2544357e+09	7.5229356e+09	1.0501373e+10	4.4157412e+09	1.254485e+10	4.7217919e+09	1.61243e+10	1.1223737e+10	2.7549601e+09	4.317106e+09	7.5840333e+09	9.7509597e+09	6.418898e+09	1.1547138e+10	2.0359399e+09	5.1053605e+09	3.1807669e+09	2.6057213e+09	1.4412869e+10	6.5803757e+09	9.2961332e+09	8.6587454e+09	9.3674032e+09	4.9366292e+09
