ensembl_id,gene_symbol,base_mean,log2_fold_change,lfc_se,stat,pvalue,padj
ENSG00000186001,LRCH3,1339.2004141733364,0.0913458959544064,0.0928283396238018,0.9840302683921398,0.325100630643733,0.5744325909948927
ENSG00000186010,NDUFA13,10.278588102924305,0.5423798293730053,0.6207715016096429,0.8737189577270056,0.3822713242206929,0.630174417799072
ENSG00000186017,ZNF566,149.24403724016418,-0.288169777422879,0.1713789366893507,-1.6814772164518017,0.0926702582404628,0.2518369187654706
ENSG00000186019,ZNF225-AS1,4.900146524978702,-0.4909440277500408,0.916057837492452,-0.5359312563646791,0.5920060615418286,0.796112582237512
ENSG00000186020,ZNF529,233.46754197351163,-0.1735573990037445,0.1437918292800492,-1.2070045973594496,0.2274303734696606,0.4640676074663301
ENSG00000186026,ZNF284,65.90090996146691,0.0308319610788467,0.2595006602630738,0.1188126498313731,0.9054237865608,0.9615327535413586
ENSG00000186056,MATN1-AS1,13.046770417637426,-0.742336896107763,0.5375048156058022,-1.3810795262756892,0.1672545099130498,0.3825187806794162
ENSG00000186063,AIDA,3657.2556404668226,0.3692692207518134,0.0915122826066697,4.0351875205536585,5.455870610389658e-05,0.0005146961557514638
ENSG00000186073,CDIN1,326.37639073735204,-0.6638111783456939,0.1315995516773755,-5.04417507419074,4.55482116725331e-07,6.595527389818688e-06
ENSG00000186076,ENSG00000186076,2851.9890755596393,0.0116774799204001,0.1473019304391312,0.0792758104770773,0.9368132461784338,0.973573713077628
ENSG00000186088,GSAP,159.23803116243909,0.5497556999535511,0.1683069122439889,3.266388127640228,0.0010892883836014,0.0071880274449365
ENSG00000186104,CYP2R1,155.89729473720246,-0.1247585541613833,0.1840155891493341,-0.6779781796646484,0.4977855284205865,0.7280017446553365
ENSG00000186106,ANKRD46,105.83491684982272,-0.128550455218171,0.1966062669489984,-0.6538471901891015,0.5132102601323462,0.7391080499813019
ENSG00000186111,PIP5K1C,2334.5120027123085,0.0599374284292059,0.0819888326830781,0.7310438076474346,0.4647523952840003,0.7023686966367639
ENSG00000186130,ZBTB6,240.6756040795824,0.0786656819973021,0.1405002683438342,0.5598970231486701,0.5755496793661699,0.7851626359537061
ENSG00000186132,C2orf76,80.93779585279712,0.0132671382745919,0.2159651828580484,0.0614318386835171,0.9510152966323244,0.9804931812700188
ENSG00000186141,POLR3C,638.9670013075909,0.0941936181659807,0.1041858561831231,0.9040921831118854,0.3659465229724688,0.6142187960981788
ENSG00000186148,ENSG00000186148,13.792673077342211,-0.0504423931259025,0.6487514936526272,-0.077753028115434,0.9380245114072172,0.9741240995830746
ENSG00000186153,WWOX,175.58688996995863,-0.1178085928481035,0.1624280675155306,-0.7252970170124028,0.4682698353631119,0.7049071970546245
ENSG00000186162,CIDECP1,172.678143439625,-0.1618573933759224,0.17528489555398,-0.9233961252872328,0.3558008102192997,0.6044307408103515
ENSG00000186166,CENATAC,164.14032628292938,-0.1714586530208676,0.1677832641034287,-1.0219055752495865,0.3068255934646786,0.557325118285262
ENSG00000186174,BCL9L,2201.6901371668628,0.1487154368380325,0.0913232419011256,1.6284511340392906,0.1034292627190615,0.2729648292049833
ENSG00000186184,POLR1D,878.5641063434472,-0.0352896804644876,0.1181818973339121,-0.2986047885555592,0.7652416113221605,0.8982020473718285
ENSG00000186185,KIF18B,6.071890677541201,0.0120585403945077,0.859328252628238,0.0140325194215679,0.9888040368414094,0.9954299294269002
ENSG00000186187,ZNRF1,454.5311331429819,0.0518473165186726,0.1436123678884147,0.3610226422765865,0.7180825208670487,0.873403837956494
ENSG00000186198,SLC51B,52.627349421731914,-1.62640768736141,0.3030440526839688,-5.366901851255,8.010061602922414e-08,1.3321530496077974e-06
ENSG00000186205,MTARC1,64.61746681711382,-0.3487388072112237,0.2451796531711378,-1.4223807020715562,0.1549157622636336,0.3640343713092135
ENSG00000186222,BLOC1S4,170.8990352745925,-0.0374491063769294,0.1566606771493964,-0.239045988172366,0.8110699228378573,0.9201994064770856
ENSG00000186230,ZNF749,40.39760862177148,-0.17188770444043,0.2987645566819634,-0.5753282998137076,0.5650692855344943,0.7776982273162734
ENSG00000186260,MRTFB,572.0034057577386,-0.4410976017484188,0.1029404387620218,-4.284978838764718,1.827565826645741e-05,0.00019403625867355368
ENSG00000186272,ZNF17,68.81073092882097,-0.2850064949497545,0.2397748413839042,-1.18864219992718,0.2345804943577742,0.4727076776319168
ENSG00000186275,ENSG00000186275,1937.5432925271016,-0.1781015867635716,0.0907509071016581,-1.962532303551129,0.0497005434981761,0.160401252807934
ENSG00000186280,KDM4D,17.26469434510312,-0.4110566488283349,0.4532660735656661,-0.9068771584749632,0.3644717613399201,0.6128774916069398
ENSG00000186281,GPAT2,65.06014262730517,0.029805256580543,0.2824863010513308,0.1055104494257478,0.9159707788292848,0.9657360781761708
ENSG00000186283,TOR3A,614.1966304341131,0.1545430048900795,0.1067368143434485,1.4478884894653532,0.1476482393106931,0.3523232903101489
ENSG00000186298,PPP1CC,1955.5536789156151,0.0909660336551702,0.0841608944909765,1.0808586838977023,0.2797599795259735,0.5276311246625658
