date,META,AAPL,AMZN,NFLX,GOOGL,NVDA,AZN
2023-12-13,334.740000,197.960000,148.840000,47.998000,132.570000,48.088000,129.259900
2023-12-14,333.170000,198.110000,147.420000,46.983000,131.940000,48.350000,132.495000
2023-12-15,334.920000,197.570000,149.970000,47.206000,132.600000,48.890000,131.280000
2023-12-18,344.620000,195.890000,154.070000,48.612000,135.800000,50.077000,128.000000
2023-12-19,350.360000,196.940000,153.790000,49.502000,136.650000,49.604000,132.880000
2023-12-20,349.280000,194.830000,152.120000,48.927000,138.340000,48.111000,131.125000
2023-12-21,354.090000,194.680000,153.840000,49.161000,140.420000,48.990000,130.500000
2023-12-22,353.390000,193.600000,153.420000,48.676000,141.490000,48.830000,130.900000
2023-12-26,354.830000,193.050000,153.410000,49.119000,141.520000,49.279000,134.400000
2023-12-27,357.830000,193.150000,153.340000,49.179000,140.370000,49.417000,133.099900
2023-12-28,358.320000,193.580000,153.380000,49.051000,140.230000,49.522000,136.320000
2023-12-29,353.960000,192.530000,151.940000,48.688000,139.690000,49.522000,134.450000
2024-01-02,346.290000,185.640000,149.930000,46.850000,138.170000,48.168000,132.812300
2024-01-03,344.470000,184.250000,148.470000,47.026000,138.920000,47.569000,138.460000
2024-01-04,347.120000,181.910000,144.570000,47.467000,136.390000,47.998000,137.050000
2024-01-05,351.950000,181.180000,145.240000,47.406000,135.730000,49.097000,135.660000
2024-01-08,358.660000,185.560000,149.100000,48.503000,138.840000,52.253000,139.500000
2024-01-09,357.430000,185.140000,151.370000,48.209000,140.950000,53.140000,139.560000
2024-01-10,370.470000,186.190000,153.730000,47.833000,142.280000,54.350000,137.224900
2024-01-11,369.670000,185.590000,155.180000,49.223000,142.080000,54.822000,137.020000
2024-01-12,374.490000,185.920000,154.620000,49.216000,142.650000,54.710000,139.760000
2024-01-16,367.460000,183.630000,153.160000,48.124000,142.490000,56.382000,132.960000
2024-01-17,368.370000,182.680000,151.710000,48.033000,141.470000,56.053000,134.000000
2024-01-18,376.130000,188.630000,153.500000,48.531000,143.480000,57.107000,132.250000
2024-01-19,383.450000,191.560000,155.340000,48.295000,146.380000,59.491000,131.800000
2024-01-22,381.780000,193.890000,154.780000,48.571000,145.990000,59.654000,136.280000
2024-01-23,385.200000,195.180000,156.020000,49.219000,147.040000,59.873000,134.900000
2024-01-24,390.700000,194.500000,156.870000,54.487000,148.700000,61.362000,131.919900
2024-01-25,393.180000,194.170000,157.750000,56.200000,151.870000,61.617000,132.039900
2024-01-26,394.140000,192.420000,159.120000,57.042000,152.185000,61.031000,131.750000
2024-01-29,401.020000,191.730000,161.260000,57.579000,153.510000,62.465000,132.479900
2024-01-30,400.060000,188.040000,159.000000,56.285000,151.460000,62.774000,131.250000
2024-01-31,390.140000,184.400000,155.200000,56.411000,140.100000,61.527000,132.400000
2024-02-01,394.780000,186.860000,159.280000,56.751000,141.160000,63.027000,132.120000
2024-02-02,474.990000,185.850000,171.810000,56.464000,142.380000,66.160000,131.900000
2024-02-05,459.410000,187.680000,170.310000,56.206000,143.680000,69.332000,128.040000
2024-02-06,454.720000,189.300000,169.150000,55.588000,144.100000,68.223000,133.840000
2024-02-07,469.590000,189.410000,170.530000,55.930000,145.540000,70.099000,133.340000
2024-02-08,470.000000,188.320000,169.840000,55.853000,145.910000,69.641000,125.000000
2024-02-09,468.110000,188.850000,174.450000,56.132000,149.000000,72.133000,123.500000
2024-02-12,468.900000,187.150000,172.340000,55.785000,147.530000,72.248000,120.664900
2024-02-13,460.120000,185.040000,168.640000,55.452000,145.140000,72.128000,123.500000
2024-02-14,473.280000,184.150000,170.980000,57.933000,145.940000,73.900000,121.800000
2024-02-15,484.030000,183.860000,169.800000,59.346000,142.770000,72.658000,124.000000
2024-02-16,473.320000,182.310000,169.510000,58.395000,140.520000,72.613000,127.380000
2024-02-20,471.750000,181.560000,167.080000,57.513000,141.120000,69.452000,128.500000
2024-02-21,468.030000,182.320000,168.590000,57.335000,142.550000,67.472000,127.000000
2024-02-22,486.130000,184.370000,174.580000,58.847000,144.090000,78.538000,126.468400
2024-02-23,484.030000,182.520000,174.990000,58.356000,143.960000,78.817000,129.150000
2024-02-26,481.740000,181.160000,174.730000,58.765000,137.570000,79.092000,129.990000
2024-02-27,487.050000,182.630000,173.540000,60.167000,138.880000,78.701000,131.000000
2024-02-28,484.020000,181.420000,173.160000,59.648000,136.380000,77.663000,131.000000
2024-02-29,490.130000,180.750000,176.760000,60.292000,138.460000,79.112000,126.625000
2024-03-01,502.300000,179.660000,178.220000,61.934000,137.140000,82.279000,130.000000
2024-03-04,498.190000,175.100000,177.580000,61.583000,133.350000,85.237000,129.650000
2024-03-05,490.220000,170.120000,174.120000,59.850000,132.670000,85.964000,126.000000
2024-03-06,496.090000,169.120000,173.510000,59.769000,131.400000,88.700000,128.900000
2024-03-07,512.190000,169.000000,176.820000,60.851000,134.380000,92.669000,129.250000
2024-03-08,505.950000,170.730000,175.350000,60.482000,135.410000,87.528000,131.125000
2024-03-11,483.590000,172.750000,171.960000,60.093000,137.670000,85.774000,133.375000
2024-03-12,499.750000,173.230000,175.390000,61.108000,138.500000,91.913000,133.319900
2024-03-13,495.570000,171.130000,176.555000,60.945000,139.790000,90.888000,136.400000
2024-03-14,491.830000,173.000000,178.750000,61.301000,143.100000,87.944000,134.125000
2024-03-15,484.100000,172.620000,174.420000,60.588000,141.180000,87.836500,131.419900
2024-03-18,496.980000,173.720000,174.480000,61.839000,147.680000,88.455000,130.910000
2024-03-19,496.240000,176.080000,175.900000,62.074000,147.030000,89.398000,129.940000
2024-03-20,505.520000,178.670000,178.150000,62.769000,148.740000,90.372000,130.990000
2024-03-21,507.760000,171.370000,178.150000,62.271000,147.600000,91.435000,131.000000
2024-03-22,509.580000,172.280000,178.870000,62.801000,150.770000,94.289000,132.370000
2024-03-25,503.020000,170.850000,179.710000,62.746000,150.070000,95.002000,133.220000
2024-03-26,495.890000,169.710000,178.300000,62.924000,150.670000,92.561000,130.550000
2024-03-27,493.860000,173.310000,179.830000,61.353000,150.870000,90.250000,134.704900
2024-03-28,485.580000,171.480000,180.380000,60.733000,150.930000,90.356000,136.960000
2024-04-01,491.350000,170.030000,180.970000,61.431000,155.490000,90.363000,135.800000
2024-04-02,497.370000,168.840000,180.690000,61.421000,154.560000,89.452000,131.660000
2024-04-03,506.740000,169.650000,182.410000,63.008000,154.920000,88.964000,131.764900
2024-04-04,510.920000,168.820000,180.000000,61.714000,150.530000,85.905000,137.350000
2024-04-05,527.340000,169.580000,185.070000,63.618000,152.500000,88.008000,133.220000
2024-04-08,519.250000,168.450000,185.190000,62.841000,154.850000,87.133000,136.640000
2024-04-09,516.900000,169.670000,185.670000,61.820000,156.600000,85.354000,134.759900
2024-04-10,519.830000,167.780000,185.950000,61.858000,156.140000,87.039000,136.250000
2024-04-11,523.160000,175.040000,189.050000,62.878000,159.410000,90.616000,136.500000
2024-04-12,511.900000,176.550000,186.130000,62.283000,157.730000,88.186000,138.880000
2024-04-15,500.230000,172.690000,183.620000,60.715000,154.860000,86.001000,135.940000
2024-04-16,499.760000,169.380000,183.320000,61.752000,154.400000,87.415000,135.305000
2024-04-17,494.170000,168.000000,181.280000,61.369000,155.470000,84.035000,140.150000
2024-04-18,501.800000,167.040000,179.220000,61.056000,156.010000,84.671000,138.240000
2024-04-19,481.070000,165.000000,174.630000,55.504000,154.090000,76.200000,136.200000
2024-04-22,481.730000,165.840000,177.230000,55.460000,156.280000,79.518000,138.730000
2024-04-23,496.100000,166.900000,179.540000,57.775000,158.260000,82.423000,140.300000
2024-04-24,493.500000,169.020000,176.590000,55.512000,159.130000,79.677000,135.350000
2024-04-25,441.380000,169.890000,173.670000,56.480000,156.000000,82.632000,146.054900
2024-04-26,443.290000,169.300000,179.620000,56.123000,171.950000,87.735000,145.100000
2024-04-29,432.620000,173.500000,180.960000,55.949000,166.150000,87.757000,146.250000
2024-04-30,430.170000,170.330000,175.000000,55.064000,162.780000,86.402000,151.000000
2024-05-01,439.190000,169.300000,179.000000,55.171000,163.860000,83.041000,151.024000
2024-05-02,441.680000,173.030000,184.720000,56.515000,166.620000,85.817000,153.480000
2024-05-03,451.960000,183.380000,186.210000,57.934000,167.240000,88.789000,149.245000
2024-05-06,465.680000,181.710000,188.700000,59.697000,168.100000,92.140000,148.230000
2024-05-07,468.240000,182.400000,188.760000,60.600000,171.250000,90.554000,146.650000
2024-05-08,472.600000,182.740000,188.000000,60.947000,169.380000,90.412000,152.400000
2024-05-09,475.420000,184.570000,189.500000,61.209000,169.960000,88.747000,152.330000
2024-05-10,476.200000,183.050000,187.480000,61.087000,168.650000,89.878000,156.007300
2024-05-13,468.010000,186.280000,186.570000,61.659000,169.140000,90.399000,155.840000
2024-05-14,471.850000,187.430000,187.070000,61.366000,170.340000,91.356000,152.879900
2024-05-15,481.540000,189.720000,185.990000,61.352000,172.510000,94.630000,153.000000
2024-05-16,473.230000,189.840000,183.630000,61.052000,174.180000,94.359000,155.720000
2024-05-17,471.910000,189.870000,184.700000,62.110000,176.060000,92.479000,155.260000
2024-05-20,468.840000,191.040000,183.540000,64.082000,176.920000,94.780000,154.610000
2024-05-21,464.630000,192.350000,183.150000,65.061000,177.850000,95.386000,159.060000
2024-05-22,467.780000,190.900000,183.130000,64.047000,176.380000,94.950000,158.740000
2024-05-23,465.780000,186.880000,181.050000,63.567000,173.550000,103.799000,159.360000
2024-05-24,478.220000,189.980000,180.750000,64.675000,174.990000,106.469000,159.120000
2024-05-28,479.920000,189.990000,182.150000,64.900000,176.400000,113.901000,158.500000
2024-05-29,474.360000,190.290000,182.020000,65.462000,175.900000,114.825000,146.200000
2024-05-30,467.050000,191.290000,179.320000,64.766000,172.110000,110.500000,146.200000
2024-05-31,466.830000,192.250000,176.440000,64.162000,172.500000,109.633000,153.780000
2024-06-03,477.490000,194.030000,178.340000,63.379000,173.170000,115.000000,158.430000
2024-06-04,476.990000,194.350000,179.340000,63.162000,173.790000,116.437000,156.350000
2024-06-05,495.060000,195.870000,181.280000,65.027000,175.410000,122.440000,160.100000
2024-06-06,493.760000,194.480000,185.000000,64.852000,176.730000,120.998000,159.960000
2024-06-07,492.960000,196.890000,184.300000,64.147000,174.460000,120.888000,159.960000
2024-06-10,502.600000,193.120000,187.060000,64.450000,175.010000,121.790000,159.379900
2024-06-11,507.470000,207.150000,187.230000,64.855000,176.620000,120.910000,161.000000
2024-06-12,508.840000,213.070000,186.890000,65.006000,177.790000,125.200000,160.450000
2024-06-13,504.100000,214.240000,183.830000,65.326000,175.160000,129.610000,160.450000
2024-06-14,504.160000,212.490000,183.660000,66.938000,176.790000,131.880000,160.420000
2024-06-17,506.630000,216.670000,184.060000,67.583000,177.240000,130.980000,160.420000
2024-06-18,499.490000,214.290000,182.810000,68.567000,175.090000,135.580000,158.800000
2024-06-20,501.700000,209.680000,186.100000,67.903000,176.300000,130.780000,152.000000
2024-06-21,494.780000,207.490000,189.080000,68.612000,179.630000,126.570000,152.000000
2024-06-24,498.910000,208.140000,185.570000,66.902000,179.220000,118.110000,152.110000
2024-06-25,510.600000,209.070000,186.340000,67.241000,184.030000,126.090000,157.879900
2024-06-26,513.120000,213.250000,193.610000,67.769000,183.880000,126.400000,157.879900
2024-06-27,519.560000,214.100000,197.850000,68.434000,185.410000,123.990000,158.640000
2024-06-28,504.220000,210.620000,193.250000,67.488000,182.150000,123.540000,156.267500
2024-07-01,504.680000,216.750000,197.200000,67.361000,182.990000,124.300000,157.500000
2024-07-02,509.500000,220.270000,200.000000,67.958000,185.240000,122.670000,154.720000
2024-07-03,509.960000,221.550000,197.590000,68.251000,185.820000,128.280000,147.150000
2024-07-05,539.910000,226.340000,200.000000,69.065000,190.600000,125.830000,148.700000
2024-07-08,529.320000,227.820000,199.290000,68.574000,189.030000,128.200000,157.000000
2024-07-09,530.000000,228.680000,199.340000,68.574000,188.980000,131.380000,154.350000
2024-07-10,534.690000,232.980000,199.790000,67.765000,191.180000,134.910000,153.860000
2024-07-11,512.700000,227.570000,195.050000,65.275000,185.570000,127.400000,153.410000
2024-07-12,498.870000,230.540000,194.490000,64.760000,185.070000,129.240000,153.410000
2024-07-15,496.160000,234.400000,192.720000,65.645000,186.530000,128.440000,156.139900
2024-07-16,489.790000,234.820000,193.020000,65.632000,183.920000,126.360000,156.180000
2024-07-17,461.990000,228.880000,187.930000,64.746000,181.020000,117.990000,156.180000
2024-07-18,475.850000,224.180000,183.750000,64.304000,177.690000,121.090000,154.330300
2024-07-19,476.790000,224.310000,183.130000,63.334000,177.660000,117.930000,154.300000
2024-07-22,487.400000,223.960000,182.550000,64.750000,181.670000,123.540000,157.850000
2024-07-23,488.690000,225.010000,186.410000,64.276000,181.790000,122.590000,159.850000
2024-07-24,461.270000,218.540000,180.830000,63.599000,172.630000,114.250000,157.250000
2024-07-25,453.410000,217.490000,179.850000,63.409000,167.280000,112.280000,155.480000
2024-07-26,465.700000,217.960000,182.500000,63.137000,167.000000,113.060000,159.465000
2024-07-29,465.710000,218.240000,183.200000,62.696000,169.530000,111.590000,156.280000
2024-07-30,463.190000,218.800000,181.710000,62.258000,170.290000,103.730000,156.280000
2024-07-31,474.830000,222.080000,186.980000,62.835000,171.540000,117.020000,156.350000
2024-08-01,497.740000,218.360000,184.070000,62.485000,170.760000,109.210000,160.600000
2024-08-02,488.140000,219.860000,167.900000,61.364000,166.660000,107.270000,164.020000
2024-08-05,475.730000,209.270000,161.020000,59.855000,159.250000,100.450000,156.880000
2024-08-06,494.090000,207.230000,161.930000,60.957000,158.290000,104.250000,152.950000
2024-08-07,488.920000,209.820000,162.770000,61.148000,158.940000,98.910000,159.759900
2024-08-08,509.630000,213.310000,165.800000,63.035000,162.030000,104.970000,165.600000
2024-08-09,517.770000,216.240000,166.940000,63.394000,163.670000,104.750000,165.600000
2024-08-12,515.950000,217.530000,166.800000,63.314000,162.290000,109.020000,160.709900
2024-08-13,528.540000,221.270000,170.230000,64.802000,164.160000,116.140000,163.560000
2024-08-14,526.760000,221.720000,170.100000,66.168000,160.370000,118.080000,166.000000
2024-08-15,537.330000,224.720000,177.590000,66.322000,161.300000,122.860000,167.000000
2024-08-16,527.420000,226.050000,177.060000,67.407000,162.960000,124.580000,169.900000
2024-08-19,529.280000,225.890000,178.220000,68.853000,166.670000,130.000000,164.413000
2024-08-20,526.730000,226.510000,178.880000,69.854000,167.180000,127.250000,169.250000
2024-08-21,535.160000,226.400000,180.110000,69.712000,165.850000,128.500000,169.250000
2024-08-22,531.930000,224.530000,176.130000,68.896000,163.800000,123.740000,169.500000
2024-08-23,528.000000,226.840000,177.040000,68.673000,165.620000,129.370000,169.550000
2024-08-26,521.120000,227.180000,175.500000,68.844000,166.160000,126.460000,174.900000
2024-08-27,519.100000,228.030000,173.120000,69.572000,164.680000,128.300000,171.000000
2024-08-28,516.780000,226.490000,170.800000,68.384000,162.850000,125.610000,173.625000
2024-08-29,518.220000,229.790000,172.120000,69.248000,161.780000,117.590000,172.019900
2024-08-30,521.310000,229.000000,178.500000,70.135000,163.380000,119.370000,175.000000
2024-09-03,511.760000,222.770000,176.250000,67.532000,157.360000,108.000000,172.800000
2024-09-04,512.740000,220.850000,173.330000,67.968000,156.450000,106.210000,169.780000
2024-09-05,516.860000,222.380000,177.890000,68.362000,157.240000,107.210000,164.760000
2024-09-06,500.270000,220.820000,171.390000,66.577000,150.920000,102.830000,168.975000
2024-09-09,504.790000,220.910000,175.400000,67.542000,148.710000,106.470000,160.080000
2024-09-10,504.790000,220.110000,179.550000,67.362000,148.660000,108.100000,160.240000
2024-09-11,511.830000,222.660000,184.520000,68.147000,151.160000,116.910000,160.240000
2024-09-12,525.600000,222.770000,187.000000,68.680000,154.690000,119.140000,156.379900
2024-09-13,524.620000,222.500000,186.490000,69.706000,157.460000,119.100000,158.140000
2024-09-16,533.280000,216.320000,184.890000,69.650000,158.060000,116.780000,157.000000
2024-09-17,536.315000,216.790000,186.880000,70.691000,159.320000,115.590000,157.801600
2024-09-18,537.950000,220.690000,186.430000,69.047000,159.810000,113.370000,163.970000
2024-09-19,559.100000,228.870000,189.870000,70.432000,162.140000,117.870000,157.732700
2024-09-20,561.350000,228.200000,191.600000,70.103000,163.590000,116.000000,155.139900
2024-09-23,564.410000,226.470000,193.880000,70.537000,161.850000,116.260000,155.139900
2024-09-24,563.330000,227.370000,193.960000,72.226000,162.290000,120.870000,149.340000
2024-09-25,568.310000,226.370000,192.530000,72.156000,161.490000,123.510000,153.300000
2024-09-26,567.840000,227.520000,191.160000,71.143000,162.730000,124.040000,153.300000
2024-09-27,567.360000,227.790000,187.970000,70.735000,163.950000,121.400000,154.460000
2024-09-30,572.440000,233.000000,186.330000,70.927000,165.850000,121.440000,154.460000
2024-10-01,576.470000,226.210000,185.130000,70.613000,166.990000,117.000000,155.520000
2024-10-02,572.810000,226.780000,184.760000,71.109000,165.860000,118.850000,158.940000
2024-10-03,582.770000,225.670000,181.960000,70.680000,165.860000,122.850000,152.800000
2024-10-04,595.940000,226.800000,186.510000,71.970000,167.060000,124.920000,152.660000
2024-10-07,584.780000,221.690000,180.800000,70.192000,162.980000,127.720000,155.720000
2024-10-08,592.890000,225.770000,182.720000,72.176000,164.380000,132.890000,148.650000
2024-10-09,590.510000,229.540000,185.170000,72.743000,161.860000,132.650000,148.650000
2024-10-10,583.830000,229.040000,186.650000,73.029000,162.080000,134.810000,147.370000
2024-10-11,589.950000,227.550000,188.820000,72.279000,163.240000,134.800000,147.370000
2024-10-14,590.420000,231.300000,187.540000,71.300000,164.960000,138.070000,147.370000
2024-10-15,586.270000,233.850000,187.690000,70.598000,165.460000,131.600000,153.699900
2024-10-16,576.790000,231.780000,186.890000,70.200000,165.160000,135.720000,153.699900
2024-10-17,576.930000,232.150000,187.530000,68.765000,162.930000,136.930000,154.520000
2024-10-18,576.470000,235.000000,188.990000,76.389000,163.420000,138.000000,157.880000
2024-10-21,575.160000,236.480000,189.070000,77.207000,164.070000,143.710000,154.636000
2024-10-22,582.010000,235.860000,189.700000,76.424000,165.140000,143.590000,156.400000
2024-10-23,563.690000,230.760000,184.710000,74.929000,162.780000,139.560000,152.335000
2024-10-24,567.780000,230.570000,186.380000,75.455000,162.720000,140.410000,151.700000
2024-10-25,573.250000,231.410000,187.830000,75.468000,165.270000,141.540000,148.600000
2024-10-28,578.160000,233.400000,188.390000,74.912000,166.720000,140.520000,148.600000
2024-10-29,593.280000,233.670000,190.830000,75.944000,169.680000,141.250000,149.650000
2024-10-30,591.800000,230.100000,192.730000,75.374000,174.460000,139.335000,149.500000
2024-10-31,567.580000,225.910000,186.400000,75.603000,171.110000,132.760000,141.900000
2024-11-01,567.160000,222.910000,197.930000,75.610000,171.290000,135.400000,142.850000
2024-11-04,560.680000,222.010000,195.780000,75.551000,169.240000,136.050000,142.432700
2024-11-05,572.430000,223.450000,199.500000,76.391000,169.740000,139.910000,131.039900
2024-11-06,572.050000,222.720000,207.090000,78.021000,176.510000,145.610000,126.539900
2024-11-07,591.700000,227.480000,210.050000,79.654000,180.750000,148.880000,126.555000
2024-11-08,589.340000,226.960000,208.180000,79.504000,178.350000,147.630000,127.740000
2024-11-11,583.170000,224.230000,206.840000,80.544000,180.350000,145.260000,126.800000
2024-11-12,584.820000,224.230000,208.910000,81.950000,181.620000,148.290000,128.414900
2024-11-13,580.000000,225.120000,214.100000,83.047000,178.880000,146.270000,129.199900
2024-11-14,577.160000,228.220000,211.480000,83.726000,175.580000,146.760000,130.240000
2024-11-15,554.080000,225.000000,202.610000,82.396000,172.490000,141.980000,127.960000
2024-11-18,554.400000,228.020000,201.700000,84.705000,175.300000,140.150000,125.460000
2024-11-19,561.090000,228.280000,204.610000,87.132000,178.120000,147.010000,126.020000
2024-11-20,565.520000,229.000000,202.880000,88.385000,175.980000,145.890000,124.700000
2024-11-21,563.090000,228.520000,198.380000,89.748000,167.630000,146.670000,126.060000
2024-11-22,559.140000,229.870000,197.120000,89.779000,164.760000,141.950000,133.930000
2024-11-25,565.110000,232.870000,201.450000,86.559000,167.650000,136.020000,131.474900
2024-11-26,573.540000,235.060000,207.860000,87.260000,169.120000,136.920000,131.360000
2024-11-27,569.200000,234.930000,205.740000,87.734000,169.230000,135.340000,134.700000
2024-11-29,574.320000,237.330000,207.890000,88.681000,168.950000,138.250000,136.500000
2024-12-02,592.830000,239.590000,210.710000,89.774000,171.490000,138.630000,135.620000
2024-12-03,613.650000,242.650000,213.440000,90.217000,171.340000,140.260000,134.599900
2024-12-04,613.780000,243.010000,218.160000,91.106000,174.370000,145.140000,130.350000
2024-12-05,608.930000,243.040000,220.550000,91.787000,172.640000,145.060000,133.520000
2024-12-06,623.770000,242.840000,227.030000,93.474000,174.710000,142.440000,134.860000
2024-12-09,613.570000,246.750000,226.090000,91.369000,175.370000,138.810000,136.259900
2024-12-10,619.320000,247.770000,225.040000,91.335000,185.170000,135.070000,134.099900
2024-12-11,632.680000,246.490000,230.260000,93.656000,195.400000,139.310000,138.100000
2024-12-12,630.790000,247.960000,228.970000,92.555000,191.960000,137.340000,132.419900
2024-12-13,620.350000,248.130000,227.460000,91.887000,189.820000,134.250000,131.740000
2024-12-16,624.240000,251.040000,232.930000,92.108000,196.660000,132.000000,131.699900
2024-12-17,619.440000,253.480000,231.150000,91.913000,195.420000,130.390000,133.400000
2024-12-18,597.190000,248.050000,220.520000,88.955000,188.400000,128.910000,129.575200
2024-12-19,595.570000,249.790000,223.290000,90.204000,188.510000,130.680000,127.960000
2024-12-20,585.250000,254.490000,224.920000,90.905000,191.410000,134.700000,132.650000
2024-12-23,599.850000,255.270000,225.060000,91.145000,194.630000,139.670000,130.920000
2024-12-24,607.750000,258.200000,229.050000,93.212000,196.110000,140.220000,131.120000
2024-12-26,603.350000,259.020000,227.050000,92.414000,195.600000,139.930000,134.660000
2024-12-27,599.810000,255.590000,223.750000,90.755000,192.760000,137.010000,132.000000
2024-12-30,591.240000,252.200000,221.300000,90.043000,191.240000,137.490000,130.190000
2024-12-31,585.510000,250.420000,219.390000,89.132000,189.300000,134.290000,130.000000
2025-01-02,599.240000,243.850000,220.220000,88.673000,189.430000,138.310000,133.920000
2025-01-03,604.630000,243.360000,224.190000,88.105000,191.790000,144.470000,131.250000
2025-01-06,630.200000,245.000000,227.610000,88.179000,196.870000,149.430000,130.380000
2025-01-07,617.890000,242.210000,222.110000,87.919000,195.490000,140.140000,131.880000
2025-01-08,610.720000,242.700000,222.130000,87.500000,193.950000,140.110000,132.660000
2025-01-10,615.860000,236.850000,218.940000,83.769000,192.040000,135.910000,135.500000
2025-01-13,608.330000,234.400000,218.460000,84.029000,191.010000,133.230000,131.274300
2025-01-14,594.250000,233.280000,217.760000,82.840000,189.660000,131.760000,132.520000
2025-01-15,617.120000,237.870000,223.350000,84.826000,195.550000,136.240000,129.759900
2025-01-16,611.300000,228.260000,220.660000,84.237000,192.910000,133.570000,132.130000
2025-01-17,612.770000,229.980000,225.940000,85.810000,196.000000,137.710000,134.980000
2025-01-21,616.460000,222.640000,230.710000,86.968000,198.050000,140.830000,135.790000
2025-01-22,623.500000,223.830000,235.010000,95.399000,198.370000,147.070000,138.060000
2025-01-23,636.450000,223.660000,235.420000,98.486000,197.980000,147.220000,135.539900
2025-01-24,647.490000,222.780000,234.850000,97.759000,200.210000,142.620000,137.946000
2025-01-27,659.880000,229.860000,235.420000,97.189000,191.810000,118.420000,138.920000
2025-01-28,674.330000,238.260000,238.150000,97.183000,195.300000,128.990000,137.210000
2025-01-29,676.490000,239.360000,237.070000,97.815000,195.410000,123.700000,139.319900
2025-01-30,687.000000,237.590000,234.640000,97.324000,200.870000,124.650000,141.039900
2025-01-31,689.180000,236.000000,237.680000,97.676000,204.020000,120.070000,140.720000
2025-02-03,697.460000,228.010000,237.420000,97.894000,201.230000,116.660000,141.900000
2025-02-04,704.190000,232.800000,242.060000,99.487000,206.380000,118.650000,139.540000
2025-02-05,704.870000,232.470000,236.170000,101.111000,191.330000,124.830000,134.670000
2025-02-06,711.990000,233.220000,238.830000,101.568000,191.600000,128.680000,151.500000
2025-02-07,714.520000,227.630000,229.150000,101.393000,185.340000,129.840000,142.849900
2025-02-10,717.400000,227.650000,233.140000,102.760000,186.470000,133.570000,149.160000
2025-02-11,719.800000,232.620000,232.760000,100.808000,185.320000,132.800000,142.077000
2025-02-12,725.380000,236.870000,228.930000,102.731000,183.610000,131.140000,146.430000
2025-02-13,728.560000,241.530000,230.370000,104.369000,186.140000,135.290000,148.935000
2025-02-14,736.670000,244.600000,228.680000,105.860000,185.230000,138.850000,148.710000
2025-02-18,716.370000,244.470000,226.650000,103.585000,183.770000,139.400000,147.944900
2025-02-19,703.770000,244.870000,226.630000,104.333000,185.270000,139.230000,144.829900
2025-02-20,694.840000,245.830000,222.880000,102.454000,184.560000,140.110000,145.475000
2025-02-21,683.550000,245.550000,216.580000,100.315000,179.660000,134.430000,142.400000
2025-02-24,668.130000,247.100000,212.710000,98.847000,179.250000,130.280000,148.010000
2025-02-25,657.500000,247.040000,212.800000,97.724000,175.420000,126.630000,151.210000
2025-02-26,673.700000,240.360000,214.350000,99.006000,172.730000,131.280000,155.650000
2025-02-27,658.240000,237.300000,208.740000,96.307000,168.500000,120.150000,150.460000
2025-02-28,668.200000,241.840000,212.280000,98.056000,170.280000,124.920000,150.460000
2025-03-03,655.050000,238.030000,205.020000,97.370000,167.010000,114.060000,151.160000
2025-03-04,640.000000,235.930000,203.800000,97.258000,170.920000,115.990000,153.160000
2025-03-05,656.470000,235.740000,208.360000,99.092000,173.020000,117.300000,157.580000
2025-03-06,627.930000,235.330000,200.700000,90.636000,172.350000,110.570000,149.250000
2025-03-07,625.660000,239.070000,199.250000,89.111000,173.860000,112.690000,149.250000
2025-03-10,597.990000,227.480000,194.540000,86.668000,165.870000,106.980000,154.220000
2025-03-11,605.710000,220.840000,196.590000,89.510000,164.040000,108.760000,154.220000
2025-03-12,619.560000,216.980000,198.890000,91.968000,167.110000,115.740000,149.400000
2025-03-13,590.640000,209.680000,193.890000,89.017000,162.760000,115.580000,154.460000
2025-03-14,607.600000,213.490000,197.950000,91.800000,165.490000,121.670000,153.560000
2025-03-17,604.900000,214.000000,195.740000,95.002000,164.290000,119.530000,154.980000
2025-03-18,582.360000,212.690000,192.820000,92.998000,160.670000,115.430000,153.210000
2025-03-19,584.060000,215.240000,195.540000,95.949000,163.890000,117.520000,154.200000
2025-03-20,586.000000,214.100000,194.950000,95.084000,162.800000,118.530000,154.640000
2025-03-21,596.250000,218.270000,196.210000,96.029000,163.990000,117.700000,153.420000
2025-03-24,618.850000,220.730000,203.260000,97.199000,167.680000,121.410000,143.413500
2025-03-25,626.310000,223.750000,205.710000,99.728000,170.560000,120.690000,147.550000
2025-03-26,610.980000,221.530000,201.130000,97.065000,165.060000,113.760000,143.400000
2025-03-27,602.580000,223.850000,201.360000,97.672000,162.240000,111.430000,140.100000
2025-03-28,576.740000,217.900000,192.720000,93.385000,154.330000,109.670000,147.470000
2025-03-31,576.360000,222.130000,190.260000,93.253000,154.640000,108.380000,147.360000
2025-04-01,586.000000,223.190000,192.170000,92.838000,157.070000,110.150000,148.120000
2025-04-02,583.930000,223.890000,196.010000,93.552000,157.040000,110.420000,147.375000
2025-04-03,531.620000,203.190000,178.410000,91.705000,150.720000,101.800000,150.840000
2025-04-04,504.730000,188.380000,171.000000,85.586000,145.600000,94.310000,136.639900
2025-04-07,516.250000,181.460000,175.260000,86.783000,146.750000,97.640000,129.914900
2025-04-08,510.450000,172.420000,170.660000,87.040000,144.700000,96.300000,132.400000
2025-04-09,585.770000,198.850000,191.100000,94.547000,158.710000,114.330000,129.160000
2025-04-10,546.290000,190.420000,181.220000,92.117000,152.820000,107.570000,128.910000
